"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[duration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"M2201"	"extraction/derivatization"	"M2201"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"50"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"PG01-0-1_231657_50_1_1_SAMPLE_222781_M2201"	"PG01-0-1_231657_50_0_1_1_00_222781.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2201"	"extraction/derivatization"	"M2201"	"BA01-0-1"	"not reported"	""	""	"231612"	""	""	"50"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"21/05/2010"	"BA01-0-1_231612_50_1_1_SAMPLE_222781_M2201"	"BA01-0-1_231612_50_0_1_1_00_222781.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231612"	"BA01-0-1_231612_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2201"	"extraction/derivatization"	"M2201"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"50"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"EM01-0-1_231626_50_1_1_SAMPLE_222781_M2201"	"EM01-0-1_231626_50_0_1_1_00_222781.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2202"	"extraction/derivatization"	"M2202"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"5"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-41_231630_5_1_1_SAMPLE_222795_M2202"	"KIT1-0-41_231630_05_0_1_1_00_222795.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2202"	"extraction/derivatization"	"M2202"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"5"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"3"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-3_231630_5_3_1_SAMPLE_222795_M2202"	"KIT1-0-3_231630_05_0_3_1_00_222795.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2202"	"extraction/derivatization"	"M2202"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"5"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"PG01-0-1_231657_5_1_1_SAMPLE_222795_M2202"	"PG01-0-1_231657_05_0_1_1_00_222795.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2202"	"extraction/derivatization"	"M2202"	"BA01-0-1"	"not reported"	""	""	"231612"	""	""	"5"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"21/05/2010"	"BA01-0-1_231612_5_1_1_SAMPLE_222795_M2202"	"BA01-0-1_231612_05_0_1_1_00_222795.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231612"	"BA01-0-1_231612_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2202"	"extraction/derivatization"	"M2202"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"5"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"EM01-0-1_231626_5_1_1_SAMPLE_222795_M2202"	"EM01-0-1_231626_05_0_1_1_00_222795.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2203"	"extraction/derivatization"	"M2203"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"57"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-41_231630_57_1_1_SAMPLE_222803_M2203"	"KIT1-0-41_231630_57_0_1_1_00_222803.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2203"	"extraction/derivatization"	"M2203"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"57"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"3"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-3_231630_57_3_1_SAMPLE_222803_M2203"	"KIT1-0-3_231630_57_0_3_1_00_222803.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2203"	"extraction/derivatization"	"M2203"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"57"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"PG01-0-1_231657_57_1_1_SAMPLE_222803_M2203"	"PG01-0-1_231657_57_0_1_1_00_222803.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2203"	"extraction/derivatization"	"M2203"	"BA01-0-1"	"not reported"	""	""	"231612"	""	""	"57"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"21/05/2010"	"BA01-0-1_231612_57_1_1_SAMPLE_222803_M2203"	"BA01-0-1_231612_57_0_1_1_00_222803.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231612"	"BA01-0-1_231612_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2203"	"extraction/derivatization"	"M2203"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"57"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"21/05/2010"	"EM01-0-1_231626_57_1_1_SAMPLE_222803_M2203"	"EM01-0-1_231626_57_0_1_1_00_222803.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2204"	"extraction/derivatization"	"M2204"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"17"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-41_231630_17_1_1_SAMPLE_222879_M2204"	"KIT1-0-41_231630_17_0_1_1_00_222879.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2204"	"extraction/derivatization"	"M2204"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"17"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"3"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-3_231630_17_3_1_SAMPLE_222879_M2204"	"KIT1-0-3_231630_17_0_3_1_00_222879.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2204"	"extraction/derivatization"	"M2204"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"17"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"PG01-0-1_231657_17_1_1_SAMPLE_222879_M2204"	"PG01-0-1_231657_17_0_1_1_00_222879.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2204"	"extraction/derivatization"	"M2204"	"BA01-0-1"	"not reported"	""	""	"231612"	""	""	"17"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"21/05/2010"	"BA01-0-1_231612_17_1_1_SAMPLE_222879_M2204"	"BA01-0-1_231612_17_0_1_1_00_222879.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231612"	"BA01-0-1_231612_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2204"	"extraction/derivatization"	"M2204"	"EM01-0-1"	"not reported"	""	""	"231626"	""	""	"17"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"EM01-0-1_231626_17_1_1_SAMPLE_222879_M2204"	"EM01-0-1_231626_17_0_1_1_00_222879.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231626"	"EM01-0-1_231626_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2205"	"extraction/derivatization"	"M2205"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"94"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_94_1_1_SAMPLE_222882_M2205"	"PG01-0-1_231609_94_0_1_1_00_222882.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2205"	"extraction/derivatization"	"M2205"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"94"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_94_1_1_SAMPLE_222882_M2205"	"EM01-0-1_231573_94_0_1_1_00_222882.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2205"	"extraction/derivatization"	"M2205"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"94"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_94_1_1_SAMPLE_222882_M2205"	"no file93"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2205"	"extraction/derivatization"	"M2205"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"94"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_94_1_1_SAMPLE_222882_M2205"	"KIT1-0-41_231587_94_0_1_1_00_222882.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2206"	"extraction/derivatization"	"M2206"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"82"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_82_1_1_SAMPLE_222896_M2206"	"PG01-0-1_231609_82_0_1_1_00_222896.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2206"	"extraction/derivatization"	"M2206"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"82"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_82_1_1_SAMPLE_222896_M2206"	"EM01-0-1_231573_82_0_1_1_00_222896.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2206"	"extraction/derivatization"	"M2206"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"82"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_82_1_1_SAMPLE_222896_M2206"	"no file89"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2206"	"extraction/derivatization"	"M2206"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"82"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_82_1_1_SAMPLE_222896_M2206"	"KIT1-0-41_231587_82_0_1_1_00_222896.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2207"	"extraction/derivatization"	"M2207"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"83"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_83_1_1_SAMPLE_222904_M2207"	"PG01-0-1_231609_83_0_1_1_00_222904.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2207"	"extraction/derivatization"	"M2207"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"83"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_83_1_1_SAMPLE_222904_M2207"	"EM01-0-1_231573_83_0_1_1_00_222904.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2207"	"extraction/derivatization"	"M2207"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"83"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_83_1_1_SAMPLE_222904_M2207"	"no file88"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2207"	"extraction/derivatization"	"M2207"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"83"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_83_1_1_SAMPLE_222904_M2207"	"KIT1-0-41_231587_83_0_1_1_00_222904.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2208"	"extraction/derivatization"	"M2208"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"51"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-41_231630_51_1_1_SAMPLE_222918_M2208"	"KIT1-0-41_231630_51_0_1_1_00_222918.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2208"	"extraction/derivatization"	"M2208"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"51"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"3"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-3_231630_51_3_1_SAMPLE_222918_M2208"	"KIT1-0-3_231630_51_0_3_1_00_222918.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
"M2208"	"extraction/derivatization"	"M2208"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"51"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"PG01-0-1_231657_51_1_1_SAMPLE_222918_M2208"	"PG01-0-1_231657_51_0_1_1_00_222918.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	"5-diethoxycarbonyl-1,4-dihydrocollidine"	""	""	"8"	"week"	"UO"	"http://purl.obolibrary.org/obo/UO_0000034"
