"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"
"M2223"	"extraction/derivatization"	"M2223"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"72"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_72_1_1_SAMPLE_246013_M2223"	"KIT2-0-20_246636_72_0_1_1_00_246013.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"KIT2 L6"	"extraction/derivatization"	"KIT2 L6"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"73"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-28"	"KIT2-0-20_246636_73_1_1_STANDARD_L6_200088_KIT2 L6"	"KIT2-0-20_246636_73_0_1_1_02_200088.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M1154"	"extraction/derivatization"	"M1154"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"74"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-28"	"KIT2-0-20_246636_74_1_1_SAMPLE_246451_M1154"	"KIT2-0-20_246636_74_0_1_1_00_246451.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M447"	"extraction/derivatization"	"M447"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"75"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-28"	"KIT2-0-20_246636_75_1_1_SAMPLE_222531_M447"	"KIT2-0-20_246636_75_0_1_1_00_222531.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"KIT2 L7"	"extraction/derivatization"	"KIT2 L7"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"85"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-28"	"KIT2-0-20_246636_85_1_1_STANDARD_L7_200091_KIT2 L7"	"KIT2-0-20_246636_85_0_1_1_02_200091.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-28"	"KIT2-0-20_246636_84_1_1_QC_1_223311_Sample Pool"	"KIT2-0-20_246636_84_0_1_1_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"2"	""	""	"2010-06-29"	"KIT2-0-20_246636_84_1_2_QC_1_223311_Sample Pool"	"KIT2-0-20_246636_84_0_1_2_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"3"	""	""	"2010-06-29"	"KIT2-0-20_246636_84_1_3_QC_1_223311_Sample Pool"	"KIT2-0-20_246636_84_0_1_3_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"4"	""	""	"2010-06-29"	"KIT2-0-20_246636_84_1_4_QC_1_223311_Sample Pool"	"KIT2-0-20_246636_84_0_1_4_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"Sample Pool"	"extraction/derivatization"	"Sample Pool"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"84"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"5"	""	""	"2010-06-29"	"KIT2-0-20_246636_84_1_5_QC_1_223311_Sample Pool"	"KIT2-0-20_246636_84_0_1_5_03_223311.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M2294"	"extraction/derivatization"	"M2294"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"87"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-28"	"KIT2-0-20_246636_87_1_1_SAMPLE_245961_M2294"	"KIT2-0-20_246636_87_0_1_1_00_245961.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M1382"	"extraction/derivatization"	"M1382"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"86"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-28"	"KIT2-0-20_246636_86_1_1_SAMPLE_246302_M1382"	"KIT2-0-20_246636_86_0_1_1_00_246302.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M2222"	"extraction/derivatization"	"M2222"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"81"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_81_1_1_SAMPLE_246000_M2222"	"KIT2-0-20_246636_81_0_1_1_00_246000.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M1048"	"extraction/derivatization"	"M1048"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"80"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_80_1_1_SAMPLE_246403_M1048"	"KIT2-0-20_246636_80_0_1_1_00_246403.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M2224"	"extraction/derivatization"	"M2224"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"83"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_83_1_1_SAMPLE_246027_M2224"	"KIT2-0-20_246636_83_0_1_1_00_246027.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M2028"	"extraction/derivatization"	"M2028"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"82"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_82_1_1_SAMPLE_246482_M2028"	"KIT2-0-20_246636_82_0_1_1_00_246482.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M2262"	"extraction/derivatization"	"M2262"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"93"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_93_1_1_SAMPLE_245888_M2262"	"KIT2-0-20_246636_93_0_1_1_00_245888.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M1060"	"extraction/derivatization"	"M1060"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"92"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_92_1_1_SAMPLE_246193_M1060"	"KIT2-0-20_246636_92_0_1_1_00_246193.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M2242"	"extraction/derivatization"	"M2242"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"95"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_95_1_1_SAMPLE_246044_M2242"	"KIT2-0-20_246636_95_0_1_1_00_246044.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M1155"	"extraction/derivatization"	"M1155"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"94"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_94_1_1_SAMPLE_246465_M1155"	"KIT2-0-20_246636_94_0_1_1_00_246465.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M1059"	"extraction/derivatization"	"M1059"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"89"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_89_1_1_SAMPLE_246180_M1059"	"KIT2-0-20_246636_89_0_1_1_00_246180.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"88"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-28"	"KIT2-0-20_246636_88_1_1_QC_1_33000362_QC_1"	"KIT2-0-20_246636_88_0_1_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M1190"	"extraction/derivatization"	"M1190"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"91"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_91_1_1_SAMPLE_246347_M1190"	"KIT2-0-20_246636_91_0_1_1_00_246347.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"M1083"	"extraction/derivatization"	"M1083"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"90"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_90_1_1_SAMPLE_246320_M1083"	"KIT2-0-20_246636_90_0_1_1_00_246320.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT2-0-20"	"not reported"	""	""	"246636"	""	""	"96"	""	""	"none reported"	""	""	"KIT2_A1B1_2010-04-29_V1-left.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-29"	"KIT2-0-20_246636_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT2-0-20_246636_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT2-0-20_246636"	"KIT2-0-20_246636_maf-positive.txt"
"BLANK"	"extraction/derivatization"	"BLANK"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"1"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"3"	""	""	"2010-11-16"	"OST1-0-1_306303_1_1_3_BLANK_10000001_BLANK"	"OST1-0-1_306303_01_0_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"EtOH PP 85 15"	"extraction/derivatization"	"EtOH PP 85 15"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"2"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-16"	"OST1-0-1_306303_2_1_1_ZERO_SAMPLE_11000011_EtOH PP 85 15"	"OST1-0-1_306303_02_0_1_1_10_11000011.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M1376-1-4"	"extraction/derivatization"	"M1376-1-4"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"3"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-17"	"OST1-0-1_306303_3_1_1_SAMPLE_309106_M1376-1-4"	"OST1-0-1_306303_03_0_1_1_00_309106.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M1121-1-4"	"extraction/derivatization"	"M1121-1-4"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"4"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-17"	"OST1-0-1_306303_4_1_1_SAMPLE_311391_M1121-1-4"	"OST1-0-1_306303_04_0_1_1_00_311391.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M2424-1-4"	"extraction/derivatization"	"M2424-1-4"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"5"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-17"	"OST1-0-1_306303_5_1_1_SAMPLE_303326_M2424-1-4"	"OST1-0-1_306303_05_0_1_1_00_303326.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M1071-1-4"	"extraction/derivatization"	"M1071-1-4"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"6"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-17"	"OST1-0-1_306303_6_1_1_SAMPLE_303141_M1071-1-4"	"OST1-0-1_306303_06_0_1_1_00_303141.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M2405-1-3"	"extraction/derivatization"	"M2405-1-3"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"7"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-17"	"OST1-0-1_306303_7_1_1_SAMPLE_309123_M2405-1-3"	"OST1-0-1_306303_07_0_1_1_00_309123.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M2757-1-4"	"extraction/derivatization"	"M2757-1-4"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"8"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-17"	"OST1-0-1_306303_8_1_1_SAMPLE_303190_M2757-1-4"	"OST1-0-1_306303_08_0_1_1_00_303190.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M440-1-4"	"extraction/derivatization"	"M440-1-4"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"9"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-17"	"OST1-0-1_306303_9_1_1_SAMPLE_303400_M440-1-4"	"OST1-0-1_306303_09_0_1_1_00_303400.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M2407-1-3"	"extraction/derivatization"	"M2407-1-3"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"10"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-18"	"OST1-0-1_306303_10_1_1_SAMPLE_303489_M2407-1-3"	"OST1-0-1_306303_10_0_1_1_00_303489.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M1108-1-4"	"extraction/derivatization"	"M1108-1-4"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"11"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-18"	"OST1-0-1_306303_11_1_1_SAMPLE_302581_M1108-1-4"	"OST1-0-1_306303_11_0_1_1_00_302581.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"M2410-1-2"	"extraction/derivatization"	"M2410-1-2"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"12"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-18"	"OST1-0-1_306303_12_1_1_SAMPLE_309171_M2410-1-2"	"OST1-0-1_306303_12_0_1_1_00_309171.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
"OST01 Cal1"	"extraction/derivatization"	"OST01 Cal1"	"OST1-0-1"	"not reported"	""	""	"306303"	""	""	"13"	""	""	"none reported"	""	""	"Ost_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-11-16"	"OST1-0-1_306303_13_1_1_STANDARD_L1_220987_OST01 Cal1"	"OST1-0-1_306303_13_0_1_1_02_220987.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_OST1-0-1_306303"	"OST1-0-1_306303_maf-positive.txt"
